source_article_identity,source_locale,source_canonical,relation_type,target_surface,target_identity,target_locale,target_canonical,visible_anchor_intent,display_position,authority_source,query_relationship,publication_eligibility,target_eligibility,analytics_dependency,review_state,evidence,blocker
181,zh,https://fermatmind.com/zh/articles/track-personality-related-behavior-without-chasing-scores,related_article,article,136,zh,https://fermatmind.com/zh/articles/apply-personality-research-without-overclaiming,继续了解Big Five,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
181,zh,https://fermatmind.com/zh/articles/track-personality-related-behavior-without-chasing-scores,take_assessment,assessment_landing,big-five-personality-test-ocean-model,zh,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,开始测试,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
181,zh,https://fermatmind.com/zh/articles/track-personality-related-behavior-without-chasing-scores,related_personality,personality_hub,personality,zh,https://fermatmind.com/zh/personality,查看公开人格解释,after definition,fap-api CMS/public API required,entity exploration,design_only,public,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,target hub observed,P03-P05 design consumed; G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
70,zh,https://fermatmind.com/zh/articles/unwanted-major-adjustment-riasec-transfer-plan,related_article,article,165,zh,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,继续了解RIASEC/Career Decision,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
70,zh,https://fermatmind.com/zh/articles/unwanted-major-adjustment-riasec-transfer-plan,take_assessment,assessment_landing,holland-career-interest-test-riasec,zh,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,先做霍兰德职业兴趣测试，把不喜欢拆成可验证问题,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
70,zh,https://fermatmind.com/zh/articles/unwanted-major-adjustment-riasec-transfer-plan,related_career,career_hub,career,zh,https://fermatmind.com/zh/career,继续探索职业信息（不是确定性推荐）,after decision checklist,fap-api CMS/public API required,career exploration support,blocked_until_Career_C06,Unknown,M06 runtime callsite implemented; production deployment or dispatch not proven,design_only,current career hub public; cohort readiness unresolved,Career C06 missing; G03 review and backend Authority do not open the Career gate; G04 renderer implemented with no deployment proof
74,zh,https://fermatmind.com/zh/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist,related_article,article,165,zh,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,继续了解RIASEC/Career Decision,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
74,zh,https://fermatmind.com/zh/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist,take_assessment,assessment_landing,holland-career-interest-test-riasec,zh,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,先做霍兰德职业兴趣测试，把兴趣结果放进专业决策表,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
74,zh,https://fermatmind.com/zh/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist,related_career,career_hub,career,zh,https://fermatmind.com/zh/career,继续探索职业信息（不是确定性推荐）,after decision checklist,fap-api CMS/public API required,career exploration support,blocked_until_Career_C06,Unknown,M06 runtime callsite implemented; production deployment or dispatch not proven,design_only,current career hub public; cohort readiness unresolved,Career C06 missing; G03 review and backend Authority do not open the Career gate; G04 renderer implemented with no deployment proof
182,zh,https://fermatmind.com/zh/articles/using-big-five-and-mbti-together-without-equating-them,related_article,article,136,zh,https://fermatmind.com/zh/articles/apply-personality-research-without-overclaiming,继续了解Big Five,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
182,zh,https://fermatmind.com/zh/articles/using-big-five-and-mbti-together-without-equating-them,take_assessment,assessment_landing,big-five-personality-test-ocean-model,zh,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,开始测试,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
182,zh,https://fermatmind.com/zh/articles/using-big-five-and-mbti-together-without-equating-them,related_personality,personality_hub,personality,zh,https://fermatmind.com/zh/personality,查看公开人格解释,after definition,fap-api CMS/public API required,entity exploration,design_only,public,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,target hub observed,P03-P05 design consumed; G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
183,zh,https://fermatmind.com/zh/articles/when-personality-content-is-not-enough-seek-professional-help,related_article,article,136,zh,https://fermatmind.com/zh/articles/apply-personality-research-without-overclaiming,继续了解Big Five,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
183,zh,https://fermatmind.com/zh/articles/when-personality-content-is-not-enough-seek-professional-help,take_assessment,assessment_landing,big-five-personality-test-ocean-model,zh,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,开始测试,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
183,zh,https://fermatmind.com/zh/articles/when-personality-content-is-not-enough-seek-professional-help,related_personality,personality_hub,personality,zh,https://fermatmind.com/zh/personality,查看公开人格解释,after definition,fap-api CMS/public API required,entity exploration,design_only,public,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,target hub observed,P03-P05 design consumed; G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
