slug,locale,snippet_candidate,primary_query_intent,candidate_only,runtime_approved
slaughterers-and-meat-packers,en,"Slaughterers And Meat Packers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
small-engine-mechanics,zh-CN,户外动力设备与小型发动机机械师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“户外动力设备与小型发动机机械师适不适合我”的候选搜索摘要。,AI-impact,true,false
small-engine-mechanics,en,"Outdoor Power Equipment And Other Small Engine Mechanics covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
social-and-community-service-managers,zh-CN,社会与社区服务经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“社会与社区服务经理适不适合我”的候选搜索摘要。,AI-impact,true,false
social-and-community-service-managers,en,"Social And Community Service Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
social-and-human-service-assistants,zh-CN,社会与人类服务助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“社会与人类服务助理适不适合我”的候选搜索摘要。,AI-impact,true,false
social-and-human-service-assistants,en,"Social And Human Service Assistants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
social-science-research-assistants,zh-CN,科学助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“科学助理适不适合我”的候选搜索摘要。,AI-impact,true,false
social-science-research-assistants,en,"Social Science Research Assistants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
social-work-teachers-postsecondary,zh-CN,高校社会工作教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校社会工作教师适不适合我”的候选搜索摘要。,AI-impact,true,false
social-work-teachers-postsecondary,en,"Social Work Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
social-workers,zh-CN,其他社会工作者页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“其他社会工作者适不适合我”的候选搜索摘要。,AI-impact,true,false
social-workers,en,"Social Workers, All Other covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sociologists,zh-CN,社会学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“社会学家适不适合我”的候选搜索摘要。,AI-impact,true,false
sociologists,en,"Sociologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
sociology-teachers-postsecondary,zh-CN,高校社会学教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校社会学教师适不适合我”的候选搜索摘要。,what-is,true,false
sociology-teachers-postsecondary,en,"Sociology Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
soil-and-plant-scientists,zh-CN,土壤与植物科学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“土壤与植物科学家适不适合我”的候选搜索摘要。,what-is,true,false
soil-and-plant-scientists,en,"Soil And Plant Scientists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
solar-energy-installation-managers,zh-CN,安装经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“安装经理适不适合我”的候选搜索摘要。,AI-impact,true,false
solar-energy-installation-managers,en,"Solar Energy Installation Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
solar-energy-systems-engineers,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,what-is,true,false
solar-energy-systems-engineers,en,"Solar Energy Systems Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
solar-photovoltaic-installers,zh-CN,太阳能光伏安装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“太阳能光伏安装工适不适合我”的候选搜索摘要。,what-is,true,false
solar-photovoltaic-installers,en,"Solar Photovoltaic Installers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
solar-sales-representatives-and-assessors,zh-CN,销售代表评估员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“销售代表评估员适不适合我”的候选搜索摘要。,AI-impact,true,false
solar-sales-representatives-and-assessors,en,"Solar Sales Representatives And Assessors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
solar-thermal-installers-and-technicians,zh-CN,安装工技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“安装工技术员适不适合我”的候选搜索摘要。,what-is,true,false
solar-thermal-installers-and-technicians,en,"Solar Thermal Installers And Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
sound-engineering-technicians,zh-CN,技术员工程页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“技术员工程适不适合我”的候选搜索摘要。,what-is,true,false
sound-engineering-technicians,en,"Sound Engineering Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",AI-impact,true,false
spa-managers,zh-CN,水疗中心经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“水疗中心经理适不适合我”的候选搜索摘要。,what-is,true,false
spa-managers,en,"Spa Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
special-education-teachers,zh-CN,特殊教育教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“特殊教育教师适不适合我”的候选搜索摘要。,what-is,true,false
special-education-teachers,en,"Special Education Teachers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
