slug,locale,primary_query_intent,secondary_query_intents,snippet_candidate,faq_candidates,internal_link_anchor_candidates,candidate_only,runtime_approved,validation_findings
tutors,en,what-is,,"Tutors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Tutors do?|What skills and preparation matter for Tutors?|How does AI affect Tutors work?,Tutors career overview|Tutors skills and entry path|Tutors AI impact and fit,true,false,
umpires-referees-and-other-sports-officials,zh-CN,what-is,,裁判、仲裁员与其他体育官员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“裁判、仲裁员与其他体育官员适不适合我”的候选搜索摘要。,裁判、仲裁员与其他体育官员主要做什么？|裁判、仲裁员与其他体育官员需要哪些技能和准备？|裁判、仲裁员与其他体育官员在 AI 时代哪些工作更容易被加速？,裁判、仲裁员与其他体育官员职业介绍|裁判、仲裁员与其他体育官员技能与入行路径|裁判、仲裁员与其他体育官员AI 影响与职业匹配,true,false,
umpires-referees-and-other-sports-officials,en,AI-impact,,"Umpires, Referees, And Other Sports Officials covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Umpires, Referees, And Other Sports Officials do?|What skills and preparation matter for Umpires, Referees, And Other Sports Officials?|How does AI affect Umpires, Referees, And Other Sports Officials work?","Umpires, Referees, And Other Sports Officials career overview|Umpires, Referees, And Other Sports Officials skills and entry path|Umpires, Referees, And Other Sports Officials AI impact and fit",true,false,
upholsterers,zh-CN,AI-impact,,家具软包工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“家具软包工适不适合我”的候选搜索摘要。,家具软包工主要做什么？|家具软包工需要哪些技能和准备？|家具软包工在 AI 时代哪些工作更容易被加速？,家具软包工职业介绍|家具软包工技能与入行路径|家具软包工AI 影响与职业匹配,true,false,
upholsterers,en,what-is,,"Upholsterers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Upholsterers do?|What skills and preparation matter for Upholsterers?|How does AI affect Upholsterers work?,Upholsterers career overview|Upholsterers skills and entry path|Upholsterers AI impact and fit,true,false,
urban-and-regional-planners,zh-CN,what-is,,城市与区域规划师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“城市与区域规划师适不适合我”的候选搜索摘要。,城市与区域规划师主要做什么？|城市与区域规划师需要哪些技能和准备？|城市与区域规划师在 AI 时代哪些工作更容易被加速？,城市与区域规划师职业介绍|城市与区域规划师技能与入行路径|城市与区域规划师AI 影响与职业匹配,true,false,
urban-and-regional-planners,en,what-is,,"Urban And Regional Planners covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Urban And Regional Planners do?|What skills and preparation matter for Urban And Regional Planners?|How does AI affect Urban And Regional Planners work?,Urban And Regional Planners career overview|Urban And Regional Planners skills and entry path|Urban And Regional Planners AI impact and fit,true,false,
urologists,zh-CN,what-is,,泌尿科医师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“泌尿科医师适不适合我”的候选搜索摘要。,泌尿科医师主要做什么？|泌尿科医师需要哪些技能和准备？|泌尿科医师在 AI 时代哪些工作更容易被加速？,泌尿科医师职业介绍|泌尿科医师技能与入行路径|泌尿科医师AI 影响与职业匹配,true,false,
urologists,en,what-is,,"Urologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Urologists do?|What skills and preparation matter for Urologists?|How does AI affect Urologists work?,Urologists career overview|Urologists skills and entry path|Urologists AI impact and fit,true,false,
ushers-lobby-attendants-and-ticket-takers,zh-CN,AI-impact,,引座员、大堂服务员、票务页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“引座员、大堂服务员、票务适不适合我”的候选搜索摘要。,引座员、大堂服务员、票务主要做什么？|引座员、大堂服务员、票务需要哪些技能和准备？|引座员、大堂服务员、票务在 AI 时代哪些工作更容易被加速？,引座员、大堂服务员、票务职业介绍|引座员、大堂服务员、票务技能与入行路径|引座员、大堂服务员、票务AI 影响与职业匹配,true,false,
ushers-lobby-attendants-and-ticket-takers,en,AI-impact,,"Ushers, Lobby Attendants, And Ticket Takers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Ushers, Lobby Attendants, And Ticket Takers do?|What skills and preparation matter for Ushers, Lobby Attendants, And Ticket Takers?|How does AI affect Ushers, Lobby Attendants, And Ticket Takers work?","Ushers, Lobby Attendants, And Ticket Takers career overview|Ushers, Lobby Attendants, And Ticket Takers skills and entry path|Ushers, Lobby Attendants, And Ticket Takers AI impact and fit",true,false,
validation-engineers,zh-CN,what-is,,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,工程师主要做什么？|工程师需要哪些技能和准备？|工程师在 AI 时代哪些工作更容易被加速？,工程师职业介绍|工程师技能与入行路径|工程师AI 影响与职业匹配,true,false,
validation-engineers,en,AI-impact,,"Validation Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Validation Engineers do?|What skills and preparation matter for Validation Engineers?|How does AI affect Validation Engineers work?,Validation Engineers career overview|Validation Engineers skills and entry path|Validation Engineers AI impact and fit,true,false,
veterinarians,zh-CN,AI-impact,,其他职业页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“其他职业适不适合我”的候选搜索摘要。,其他职业主要做什么？|其他职业需要哪些技能和准备？|其他职业在 AI 时代哪些工作更容易被加速？,其他职业职业介绍|其他职业技能与入行路径|其他职业AI 影响与职业匹配,true,false,
veterinarians,en,what-is,,"Veterinarians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Veterinarians do?|What skills and preparation matter for Veterinarians?|How does AI affect Veterinarians work?,Veterinarians career overview|Veterinarians skills and entry path|Veterinarians AI impact and fit,true,false,
veterinary-assistants-and-laboratory-animal-caretakers,zh-CN,AI-impact,,兽医助理与实验动物照护员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“兽医助理与实验动物照护员适不适合我”的候选搜索摘要。,兽医助理与实验动物照护员主要做什么？|兽医助理与实验动物照护员需要哪些技能和准备？|兽医助理与实验动物照护员在 AI 时代哪些工作更容易被加速？,兽医助理与实验动物照护员职业介绍|兽医助理与实验动物照护员技能与入行路径|兽医助理与实验动物照护员AI 影响与职业匹配,true,false,
veterinary-assistants-and-laboratory-animal-caretakers,en,AI-impact,,"Veterinary Assistants And Laboratory Animal Caretakers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Veterinary Assistants And Laboratory Animal Caretakers do?|What skills and preparation matter for Veterinary Assistants And Laboratory Animal Caretakers?|How does AI affect Veterinary Assistants And Laboratory Animal Caretakers work?,Veterinary Assistants And Laboratory Animal Caretakers career overview|Veterinary Assistants And Laboratory Animal Caretakers skills and entry path|Veterinary Assistants And Laboratory Animal Caretakers AI impact and fit,true,false,
