finding_id,severity,finding_type,slug,locale,field_path,excerpt,reason,repair_instruction,repair_allowed_without_source_change,requires_human_review
low_workflow_density:travel-agents:en:27db634c6a4f,repair_required,low_workflow_density,travel-agents,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:travel-agents:en:0c2bf5afdfaf,warning,low_reader_usefulness,travel-agents,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:travel-agents:en:619685f52d24,repair_required,locale_naturalness_issue,travel-agents,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:travel-agents:en:0118aedaefea,warning,conversion_unclear,travel-agents,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:travel-guides:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,travel-guides,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:travel-guides:zh-CN:27db634c6a4f,repair_required,low_workflow_density,travel-guides,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:travel-guides:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,travel-guides,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:travel-guides:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,travel-guides,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:travel-guides:zh-CN:0118aedaefea,warning,conversion_unclear,travel-guides,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:travel-guides:en:30f0d48eec11,repair_required,weak_occupation_specificity,travel-guides,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:travel-guides:en:27db634c6a4f,repair_required,low_workflow_density,travel-guides,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:travel-guides:en:0c2bf5afdfaf,warning,low_reader_usefulness,travel-guides,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:travel-guides:en:619685f52d24,repair_required,locale_naturalness_issue,travel-guides,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:travel-guides:en:0118aedaefea,warning,conversion_unclear,travel-guides,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:treasurers-and-controllers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,treasurers-and-controllers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:treasurers-and-controllers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,treasurers-and-controllers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:treasurers-and-controllers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,treasurers-and-controllers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:treasurers-and-controllers:zh-CN:0118aedaefea,warning,conversion_unclear,treasurers-and-controllers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:treasurers-and-controllers:en:30f0d48eec11,repair_required,weak_occupation_specificity,treasurers-and-controllers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:treasurers-and-controllers:en:27db634c6a4f,repair_required,low_workflow_density,treasurers-and-controllers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:treasurers-and-controllers:en:0c2bf5afdfaf,warning,low_reader_usefulness,treasurers-and-controllers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:treasurers-and-controllers:en:619685f52d24,repair_required,locale_naturalness_issue,treasurers-and-controllers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:treasurers-and-controllers:en:0118aedaefea,warning,conversion_unclear,treasurers-and-controllers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:tree-trimmers-and-pruners:zh-CN:27db634c6a4f,repair_required,low_workflow_density,tree-trimmers-and-pruners,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:tree-trimmers-and-pruners:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,tree-trimmers-and-pruners,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:tree-trimmers-and-pruners:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,tree-trimmers-and-pruners,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:tree-trimmers-and-pruners:zh-CN:0118aedaefea,warning,conversion_unclear,tree-trimmers-and-pruners,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:tree-trimmers-and-pruners:en:27db634c6a4f,repair_required,low_workflow_density,tree-trimmers-and-pruners,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:tree-trimmers-and-pruners:en:0c2bf5afdfaf,warning,low_reader_usefulness,tree-trimmers-and-pruners,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:tree-trimmers-and-pruners:en:619685f52d24,repair_required,locale_naturalness_issue,tree-trimmers-and-pruners,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:tree-trimmers-and-pruners:en:0118aedaefea,warning,conversion_unclear,tree-trimmers-and-pruners,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:tutors:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,tutors,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:tutors:zh-CN:27db634c6a4f,repair_required,low_workflow_density,tutors,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:tutors:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,tutors,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:tutors:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,tutors,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
